,sex,occupation,education-num,hours-per-week,age,marital-status,income
6746,1,NOC-1,13,60,70,Seperated,1
6747,1,NOC-5,10,30,20,Never-married,0
6748,1,NOC-2,10,20,70,Married,0
6749,1,NOC-5,9,40,50,Seperated,0
6750,1,NOC-1,13,70,30,Married,0
6751,1,NOC-1,13,60,50,Married,1
6752,1,NOC-5,9,45,40,Married,0
6753,0,NOC-7,13,40,70,Seperated,0
6754,1,NOC-5,9,20,70,Married,0
6755,1,NOC-4,10,40,20,Never-married,0
6756,0,NOC-4,9,40,20,Married,0
6757,0,NOC-1,13,60,40,Seperated,0
6758,1,NOC-2,13,40,50,Married,1
6759,1,NOC-3,10,40,30,Married,0
6760,1,NOC-3,5,40,40,Seperated,0
6761,1,NOC-3,9,60,50,Married,0
6762,0,NOC-4,9,40,70,Married,0
6763,1,NOC-1,13,45,40,Married,1
6764,1,NOC-3,9,60,40,Married,1
6765,1,NOC-3,10,60,30,Married,1
6766,1,NOC-7,10,20,70,Married,0
6767,0,NOC-4,9,40,50,Seperated,0
6768,1,NOC-4,10,20,20,Never-married,0
6769,1,NOC-4,13,45,30,Married,1
6770,0,NOC-4,10,60,30,Seperated,0
6771,1,NOC-3,9,40,20,Never-married,0
6772,0,NOC-4,13,45,30,Never-married,0
6773,0,NOC-6,7,20,50,Seperated,0
6774,1,NOC-5,9,30,20,Never-married,0
6775,1,NOC-1,9,40,30,Married,0
6776,1,NOC-4,10,40,20,Never-married,0
6777,0,NOC-5,10,40,30,Never-married,0
6778,0,NOC-1,10,40,50,Seperated,0
6779,0,NOC-4,9,70,40,Seperated,0
6780,0,NOC-4,10,40,20,Never-married,0
6781,1,NOC-4,9,40,20,Never-married,0
6782,0,NOC-4,10,40,50,Seperated,0
6783,1,NOC-2,7,20,20,Never-married,0
6784,1,NOC-5,9,20,20,Never-married,0
6785,1,NOC-3,10,40,40,Married,1
6786,1,NOC-3,12,40,40,Never-married,0
6787,1,NOC-2,13,40,30,Married,1
6788,0,NOC-3,7,40,30,Seperated,0
6789,0,NOC-1,13,20,20,Never-married,0
6790,0,NOC-5,13,40,70,Never-married,0
6791,0,NOC-2,7,30,20,Never-married,0
6792,1,NOC-4,12,40,50,Married,1
6793,0,NOC-4,13,20,20,Never-married,0
6794,0,NOC-5,9,40,20,Married,0
6795,0,NOC-2,9,40,20,Never-married,0
6796,1,NOC-3,5,40,50,Married,0
6797,0,NOC-2,10,40,50,Married,1
6798,1,NOC-7,10,20,70,Married,0
6799,0,NOC-1,10,40,30,Seperated,0
6800,0,NOC-1,10,40,50,Seperated,0
6801,0,NOC-2,9,40,30,Never-married,0
6802,0,NOC-2,6,40,70,Seperated,0
6803,1,NOC-1,9,60,40,Married,1
6804,1,NOC-1,9,60,50,Married,1
6805,1,NOC-3,10,30,30,Married,0
6806,0,NOC-2,10,20,20,Never-married,0
6807,0,NOC-4,9,40,20,Married,0
6808,1,NOC-1,13,60,30,Married,0
6809,0,NOC-1,10,60,40,Seperated,0
6810,0,NOC-4,9,40,50,Seperated,0
6811,1,NOC-1,9,40,40,Seperated,0
6812,0,NOC-1,13,60,40,Never-married,0
6813,1,NOC-5,9,40,20,Seperated,0
6814,0,NOC-1,10,40,50,Married,1
6815,0,NOC-2,9,30,40,Seperated,0
6816,0,NOC-1,13,60,50,Never-married,1
6817,1,NOC-3,9,40,50,Married,0
6818,1,NOC-4,9,40,40,Married,0
6819,1,NOC-4,10,40,30,Never-married,0
6820,1,NOC-5,6,20,20,Never-married,0
6821,1,NOC-1,10,60,40,Seperated,0
6822,1,NOC-2,12,70,30,Never-married,0
6823,1,NOC-2,13,60,30,Married,1
6824,1,NOC-5,9,40,30,Married,0
6825,1,NOC-1,9,60,30,Married,0
6826,1,NOC-3,7,70,70,Seperated,0
6827,0,NOC-5,10,20,20,Never-married,0
6828,0,NOC-4,10,40,30,Seperated,0
6829,1,NOC-5,5,20,20,Never-married,0
6830,1,NOC-3,9,45,50,Married,0
6831,0,NOC-1,13,60,40,Seperated,0
6832,0,NOC-4,10,40,50,Seperated,0
6833,1,NOC-1,13,45,30,Married,1
6834,1,NOC-7,10,30,50,Married,1
6835,0,NOC-1,13,40,40,Seperated,0
6836,1,NOC-5,10,30,20,Never-married,0
6837,1,NOC-1,8,40,20,Never-married,0
6838,0,NOC-4,10,40,40,Seperated,0
6839,0,NOC-1,13,40,20,Married,0
6840,1,NOC-5,9,40,50,Never-married,0
6841,1,NOC-3,9,40,30,Married,0
6842,1,NOC-1,9,40,40,Married,0
6843,0,NOC-2,13,45,40,Married,1
6844,1,NOC-1,13,40,40,Married,1
6845,0,NOC-1,11,40,50,Seperated,0
6846,0,NOC-4,9,20,70,Married,0
6847,0,NOC-1,9,20,50,Married,0
6848,1,NOC-3,9,60,70,Married,0
6849,1,NOC-2,10,70,20,Married,1
6850,1,NOC-3,10,40,40,Married,1
6851,1,NOC-3,9,60,40,Seperated,0
6852,1,NOC-3,9,70,30,Married,0
6853,1,NOC-3,10,40,40,Never-married,0
6854,0,NOC-4,10,60,40,Never-married,0
6855,0,NOC-4,9,40,30,Never-married,0
6856,1,NOC-5,7,20,20,Never-married,0
6857,0,NOC-2,13,60,40,Seperated,0
6858,1,NOC-3,9,40,40,Married,0
6859,1,NOC-1,9,40,40,Married,0
6860,0,NOC-7,9,30,20,Never-married,0
6861,0,NOC-4,12,40,50,Seperated,0
6862,1,NOC-7,11,60,50,Married,1
6863,0,NOC-5,10,30,30,Never-married,0
6864,1,NOC-4,5,60,50,Married,0
6865,0,NOC-2,10,60,20,Seperated,0
6866,1,NOC-3,9,30,20,Never-married,0
6867,1,NOC-5,5,40,50,Seperated,0
6868,0,NOC-5,9,20,30,Married,0
6869,1,NOC-1,13,60,50,Married,1
6870,0,NOC-2,13,40,30,Never-married,1
6871,1,NOC-1,13,40,30,Never-married,0
6872,1,NOC-2,11,40,50,Married,0
6873,1,NOC-4,8,20,70,Married,0
6874,1,NOC-5,6,20,20,Never-married,0
6875,0,NOC-1,13,30,30,Seperated,0
6876,1,NOC-1,13,40,40,Married,1
6877,1,NOC-7,9,40,20,Never-married,0
6878,0,NOC-4,9,40,30,Never-married,0
6879,1,NOC-1,13,40,40,Married,1
6880,1,NOC-2,12,60,50,Married,1
6881,1,NOC-2,10,40,50,Seperated,0
6882,0,NOC-4,9,30,30,Seperated,0
6883,1,NOC-5,7,60,50,Married,0
6884,0,NOC-1,11,45,30,Married,0
6885,1,NOC-1,13,40,30,Never-married,0
6886,1,NOC-3,5,40,50,Seperated,0
6887,1,NOC-2,13,60,40,Never-married,0
6888,1,NOC-4,10,20,20,Never-married,0
6889,0,NOC-4,9,30,50,Seperated,0
6890,1,NOC-1,13,45,40,Married,1
6891,0,NOC-4,10,60,30,Seperated,0
6892,1,NOC-1,10,40,40,Never-married,0
6893,1,NOC-5,8,30,20,Never-married,0
6894,1,NOC-3,11,40,30,Married,0
6895,0,NOC-2,10,30,20,Never-married,0
6896,1,NOC-7,10,40,50,Married,0
6897,1,NOC-4,13,40,40,Married,1
6898,1,NOC-3,6,70,50,Married,0
6899,1,NOC-3,7,40,30,Never-married,0
6900,1,NOC-1,13,45,50,Married,1
6901,1,NOC-1,13,70,40,Married,0
6902,0,NOC-5,9,30,30,Never-married,0
6903,1,NOC-1,13,40,50,Married,0
6904,1,NOC-3,9,60,40,Married,1
6905,1,NOC-1,9,40,50,Married,0
6906,1,NOC-2,9,40,50,Married,1
6907,1,NOC-1,13,45,50,Married,0
6908,0,NOC-4,10,40,30,Never-married,0
6909,0,NOC-1,12,60,40,Seperated,0
6910,1,NOC-1,13,70,30,Married,0
6911,1,NOC-4,10,40,70,Married,1
6912,1,NOC-3,9,60,30,Married,0
6913,1,NOC-4,12,40,50,Married,0
6914,0,NOC-7,5,40,70,Seperated,0
6915,1,NOC-1,11,60,70,Married,0
6916,0,NOC-1,13,40,40,Never-married,0
6917,0,NOC-5,13,30,20,Never-married,0
6918,0,NOC-2,10,60,20,Never-married,0
6919,0,NOC-1,13,60,30,Never-married,0
6920,0,NOC-5,12,30,40,Married,0
6921,0,NOC-5,9,40,50,Seperated,0
6922,1,NOC-3,9,40,40,Seperated,0
6923,0,NOC-2,10,45,30,Married,0
6924,1,NOC-2,13,40,40,Married,1
6925,1,NOC-1,13,40,40,Never-married,1
6926,1,NOC-1,13,40,40,Never-married,0
6927,0,NOC-4,10,40,50,Seperated,0
6928,1,NOC-1,5,70,50,Married,0
6929,1,NOC-1,13,40,20,Never-married,0
6930,0,NOC-4,10,30,30,Never-married,0
6931,1,NOC-3,9,30,30,Married,0
6932,0,NOC-4,10,40,40,Seperated,0
6933,1,NOC-1,10,45,30,Married,0
6934,1,NOC-1,13,60,50,Married,1
6935,1,NOC-7,9,40,50,Married,1
6936,1,NOC-1,13,60,20,Never-married,0
6937,1,NOC-4,6,40,30,Married,0
6938,0,NOC-2,9,40,40,Never-married,0
6939,1,NOC-3,9,40,20,Never-married,0
6940,1,NOC-4,9,40,20,Never-married,0
6941,1,NOC-1,13,40,50,Married,1
6942,1,NOC-1,10,60,40,Married,1
6943,0,NOC-1,13,40,70,Seperated,0
6944,0,NOC-4,9,30,40,Married,0
6945,1,NOC-3,10,45,30,Married,0
6946,1,NOC-1,10,45,30,Married,0
6947,1,NOC-3,9,60,40,Never-married,0
6948,0,NOC-7,10,40,50,Seperated,1
6949,1,NOC-3,13,45,30,Married,0
6950,1,NOC-1,13,40,40,Married,0
6951,0,NOC-2,11,30,30,Never-married,0
6952,0,NOC-1,11,70,50,Seperated,0
6953,0,NOC-5,9,30,20,Never-married,0
6954,1,NOC-1,13,30,50,Married,1
6955,0,NOC-2,10,30,30,Never-married,0
6956,1,NOC-3,10,40,50,Married,0
6957,1,NOC-4,12,40,50,Married,1
6958,1,NOC-4,9,40,50,Seperated,0
6959,1,NOC-4,9,40,70,Seperated,0
6960,1,NOC-2,9,40,30,Married,1
6961,1,NOC-3,9,40,50,Married,0
6962,1,NOC-2,9,40,40,Married,1
6963,0,NOC-1,13,40,50,Married,0
6964,1,NOC-1,13,60,30,Married,0
6965,1,NOC-1,13,40,30,Married,0
6966,1,NOC-3,6,70,30,Seperated,0
6967,0,NOC-4,5,30,50,Seperated,0
6968,1,NOC-5,9,40,30,Married,0
6969,1,NOC-3,12,40,50,Married,0
6970,0,NOC-4,9,40,40,Never-married,0
6971,1,NOC-3,10,60,40,Married,1
6972,1,NOC-2,5,60,70,Married,0
6973,1,NOC-1,13,40,50,Married,1
6974,0,NOC-4,9,40,50,Seperated,0
6975,0,NOC-4,10,40,50,Seperated,0
6976,0,NOC-2,12,45,20,Never-married,0
6977,1,NOC-3,9,60,30,Married,0
6978,1,NOC-4,5,60,20,Never-married,0
6979,1,NOC-3,10,45,70,Married,0
6980,1,NOC-1,13,60,30,Married,0
6981,1,NOC-4,10,40,70,Married,0
6982,1,NOC-1,13,40,40,Never-married,0
6983,1,NOC-3,9,60,30,Never-married,0
6984,0,NOC-5,6,40,40,Seperated,0
6985,1,NOC-4,13,40,50,Married,1
6986,0,NOC-5,9,40,40,Married,1
6987,1,NOC-4,6,70,40,Never-married,0
6988,0,NOC-1,13,40,70,Married,1
6989,1,NOC-3,9,60,30,Married,0
6990,0,NOC-4,10,20,20,Never-married,0
6991,0,NOC-1,13,40,50,Married,1
6992,1,NOC-2,12,45,30,Married,1
6993,0,NOC-7,10,30,20,Never-married,0
6994,1,NOC-1,9,40,50,Married,1
6995,0,NOC-7,10,20,20,Never-married,0
6996,1,NOC-2,10,40,20,Married,0
6997,0,NOC-4,9,40,40,Seperated,0
6998,1,NOC-5,7,20,20,Never-married,0
6999,1,NOC-4,9,40,30,Never-married,0
7000,1,NOC-1,13,60,30,Married,1
7001,1,NOC-1,13,40,40,Married,0
7002,0,NOC-4,10,40,30,Never-married,0
7003,1,NOC-4,10,45,30,Seperated,0
7004,0,NOC-5,9,40,70,Seperated,0
7005,1,NOC-1,13,20,30,Never-married,0
7006,1,NOC-3,9,40,50,Married,1
7007,0,NOC-4,10,40,20,Married,0
7008,1,NOC-4,13,60,50,Married,0
7009,0,NOC-5,9,20,40,Married,0
7010,1,NOC-1,9,40,40,Seperated,0
7011,1,NOC-7,13,60,20,Never-married,0
7012,1,NOC-2,13,60,30,Married,1
7013,1,NOC-4,9,40,30,Married,0
7014,0,NOC-2,11,40,30,Seperated,0
7015,1,NOC-5,5,45,50,Married,0
7016,1,NOC-3,10,40,40,Never-married,0
7017,1,NOC-4,13,30,30,Never-married,0
7018,1,NOC-1,10,60,40,Married,1
7019,1,NOC-2,12,40,50,Married,0
7020,1,NOC-2,9,40,30,Married,0
7021,1,NOC-1,13,60,40,Married,1
7022,1,NOC-1,13,40,40,Seperated,0
7023,1,NOC-1,13,40,50,Married,1
7024,1,NOC-3,9,30,70,Seperated,0
7025,1,NOC-5,10,40,20,Never-married,0
7026,0,NOC-4,9,40,40,Seperated,0
7027,1,NOC-7,13,20,70,Married,0
7028,0,NOC-2,10,40,50,Seperated,0
7029,1,NOC-3,10,60,50,Married,1
7030,1,NOC-2,13,45,20,Never-married,0
7031,1,NOC-1,13,40,40,Married,1
7032,1,NOC-4,5,40,30,Seperated,0
7033,1,NOC-2,10,60,70,Married,1
7034,1,NOC-2,13,40,50,Married,1
7035,0,NOC-2,13,45,50,Never-married,1
7036,0,NOC-2,10,60,50,Seperated,0
7037,1,NOC-4,10,20,20,Never-married,0
7038,0,NOC-4,11,40,20,Never-married,0
7039,1,NOC-4,9,60,20,Never-married,0
7040,0,NOC-2,7,40,50,Seperated,0
7041,1,NOC-3,8,40,30,Married,0
7042,0,NOC-2,10,20,40,Seperated,0
7043,0,NOC-2,13,60,40,Seperated,1
7044,1,NOC-2,7,40,30,Married,0
7045,0,NOC-2,13,20,30,Married,0
7046,1,NOC-3,10,40,50,Married,0
7047,0,NOC-1,6,60,50,Seperated,1
7048,1,NOC-4,7,30,50,Married,0
7049,1,NOC-7,11,20,20,Never-married,0
7050,0,NOC-4,6,40,30,Never-married,0
7051,1,NOC-4,13,40,30,Married,1
7052,1,NOC-1,13,60,20,Never-married,0
7053,1,NOC-3,10,40,50,Married,0
7054,1,NOC-3,5,30,20,Never-married,0
7055,0,NOC-4,9,30,50,Seperated,0
7056,1,NOC-4,13,40,40,Never-married,0
7057,0,NOC-1,10,20,20,Never-married,0
7058,1,NOC-3,10,60,50,Married,1
7059,0,NOC-5,9,60,40,Seperated,0
7060,1,NOC-1,13,60,50,Married,1
7061,0,NOC-5,9,30,20,Never-married,0
7062,0,NOC-1,13,40,30,Never-married,0
7063,0,NOC-5,9,40,40,Seperated,0
7064,1,NOC-3,13,60,50,Married,1
7065,1,NOC-1,13,40,20,Never-married,0
7066,1,NOC-1,9,60,50,Married,0
7067,1,NOC-5,9,40,30,Married,0
7068,1,NOC-5,9,40,20,Married,0
7069,1,NOC-3,9,40,50,Seperated,0
7070,1,NOC-4,5,40,30,Never-married,0
7071,1,NOC-4,13,45,50,Married,1
7072,1,NOC-4,9,40,30,Married,0
7073,1,NOC-3,9,45,50,Married,1
7074,1,NOC-1,10,40,50,Married,0
7075,0,NOC-7,9,30,30,Seperated,0
7076,0,NOC-4,13,40,30,Never-married,0
7077,1,NOC-4,9,40,20,Never-married,0
7078,0,NOC-1,11,40,40,Seperated,0
7079,1,NOC-3,9,40,30,Married,1
7080,0,NOC-2,7,20,20,Never-married,0
7081,0,NOC-5,6,30,50,Never-married,0
7082,0,NOC-2,13,70,30,Never-married,1
7083,0,NOC-1,13,40,40,Married,1
7084,1,NOC-1,13,40,40,Married,1
7085,1,NOC-1,13,60,50,Married,1
7086,1,NOC-5,9,20,20,Never-married,0
7087,0,NOC-1,13,40,40,Seperated,1
7088,1,NOC-3,10,70,50,Married,0
7089,1,NOC-5,5,40,50,Married,0
7090,1,NOC-2,13,70,40,Married,1
7091,0,NOC-5,10,40,40,Seperated,0
7092,0,NOC-4,6,40,20,Never-married,0
7093,0,NOC-2,13,40,40,Married,1
7094,0,NOC-4,9,40,40,Seperated,0
7095,1,NOC-2,9,30,40,Married,0
7096,1,NOC-4,13,40,50,Seperated,0
7097,1,NOC-4,11,60,40,Married,0
7098,0,NOC-2,10,20,30,Never-married,0
7099,1,NOC-1,13,60,30,Married,0
7100,1,NOC-7,13,70,50,Married,1
7101,0,NOC-4,9,60,40,Seperated,0
7102,0,NOC-7,10,40,20,Never-married,0
7103,1,NOC-2,10,40,30,Married,1
7104,1,NOC-1,13,40,40,Married,1
7105,0,NOC-1,13,60,50,Seperated,0
7106,0,NOC-7,9,30,40,Seperated,0
7107,0,NOC-1,13,40,30,Never-married,0
7108,0,NOC-4,9,40,50,Never-married,0
7109,0,NOC-2,9,40,30,Married,0
7110,1,NOC-2,10,60,30,Never-married,1
7111,1,NOC-4,9,40,30,Seperated,0
7112,0,NOC-1,13,60,40,Married,0
7113,1,NOC-2,9,60,20,Never-married,0
7114,1,NOC-1,9,40,40,Married,0
7115,0,NOC-2,12,30,20,Never-married,0
7116,1,NOC-4,9,20,20,Never-married,0
7117,1,NOC-2,9,45,50,Married,1
7118,1,NOC-3,11,60,50,Never-married,0
7119,0,NOC-2,13,20,50,Seperated,0
7120,1,NOC-1,13,30,50,Married,1
7121,0,NOC-3,10,40,50,Seperated,0
7122,1,NOC-3,5,40,40,Married,0
7123,1,NOC-2,9,40,50,Married,1
7124,1,NOC-5,5,40,30,Married,0
7125,0,NOC-2,11,20,50,Married,0
7126,1,NOC-4,10,30,20,Never-married,0
7127,1,NOC-2,12,60,20,Never-married,0
7128,1,NOC-3,5,20,20,Never-married,0
7129,1,NOC-1,13,45,40,Seperated,0
7130,1,NOC-2,9,30,70,Married,0
7131,0,NOC-1,13,45,30,Married,1
7132,0,NOC-4,10,20,20,Never-married,0
7133,1,NOC-4,5,40,20,Never-married,0
7134,1,NOC-2,13,40,40,Married,1
7135,1,NOC-4,9,30,20,Never-married,0
7136,1,NOC-7,12,20,20,Married,0
7137,0,NOC-5,9,40,40,Married,0
7138,1,NOC-5,11,40,30,Married,1
7139,1,NOC-3,9,40,30,Married,0
7140,1,NOC-3,9,60,50,Married,1
7141,0,NOC-4,11,40,30,Never-married,0
7142,1,NOC-2,9,70,50,Married,0
7143,1,NOC-1,13,60,40,Married,1
7144,0,NOC-4,7,40,30,Seperated,0
7145,1,NOC-5,9,40,30,Never-married,0
7146,1,NOC-5,10,30,20,Never-married,0
7147,1,NOC-1,13,40,40,Married,1
7148,1,NOC-1,10,60,40,Seperated,0
7149,1,NOC-7,11,40,20,Never-married,0
7150,1,NOC-5,9,45,20,Seperated,0
7151,0,NOC-4,10,40,20,Never-married,0
7152,1,NOC-3,10,40,20,Never-married,0
7153,1,NOC-2,10,30,20,Never-married,0
7154,1,NOC-3,9,40,30,Seperated,0
7155,1,NOC-1,13,60,50,Seperated,1
7156,1,NOC-2,9,60,40,Never-married,1
7157,1,NOC-4,6,30,20,Never-married,0
7158,0,NOC-2,9,40,30,Seperated,0
7159,1,NOC-2,10,60,30,Married,0
7160,0,NOC-1,12,30,50,Seperated,0
7161,1,NOC-3,10,40,20,Never-married,0
7162,1,NOC-4,9,40,40,Seperated,0
7163,0,NOC-1,13,60,40,Married,1
7164,0,NOC-7,10,30,20,Never-married,0
7165,0,NOC-4,10,20,20,Never-married,0
7166,1,NOC-5,9,40,40,Seperated,0
7167,1,NOC-7,7,30,70,Married,0
7168,0,NOC-4,9,60,30,Never-married,0
7169,1,NOC-5,13,40,50,Married,0
7170,1,NOC-1,13,40,20,Never-married,0
7171,0,NOC-1,13,20,20,Never-married,0
7172,0,NOC-4,10,20,20,Never-married,0
7173,1,NOC-7,5,40,70,Married,0
7174,0,NOC-1,13,30,30,Never-married,0
7175,1,NOC-3,9,60,40,Married,0
7176,1,NOC-3,9,60,40,Married,0
7177,1,NOC-4,10,60,40,Seperated,1
7178,0,NOC-4,9,60,20,Never-married,0
7179,1,NOC-4,9,40,50,Married,0
7180,1,NOC-1,13,45,20,Married,0
7181,0,NOC-5,10,70,20,Never-married,0
7182,0,NOC-4,12,40,20,Never-married,0
7183,0,NOC-1,10,30,20,Never-married,0
7184,1,NOC-1,13,40,40,Married,1
7185,0,NOC-1,13,60,40,Seperated,0
7186,0,NOC-5,9,20,20,Never-married,0
7187,1,NOC-4,10,45,70,Married,0
7188,0,NOC-2,10,30,20,Never-married,0
7189,1,NOC-3,9,40,30,Married,0
7190,0,NOC-4,9,40,50,Seperated,0
7191,0,NOC-2,9,40,50,Never-married,0
7192,1,NOC-1,13,40,40,Seperated,0
7193,1,NOC-7,7,40,70,Married,0
7194,1,NOC-1,13,40,40,Married,1
7195,1,NOC-4,10,60,30,Married,0
7196,0,NOC-4,9,30,30,Married,0
7197,0,NOC-4,9,45,30,Never-married,0
7198,1,NOC-3,9,40,70,Married,0
7199,0,NOC-4,9,40,50,Seperated,1
7200,0,NOC-2,5,40,30,Seperated,0
7201,1,NOC-2,13,45,30,Never-married,0
7202,1,NOC-1,13,30,70,Married,1
7203,1,NOC-1,13,60,40,Married,1
7204,1,NOC-2,10,40,30,Never-married,0
7205,1,NOC-3,10,60,40,Married,1
7206,1,NOC-2,5,45,20,Never-married,0
7207,1,NOC-1,13,40,40,Married,1
7208,1,NOC-4,10,40,30,Married,1
7209,0,NOC-4,10,40,50,Never-married,0
7210,1,NOC-4,9,40,70,Married,0
7211,1,NOC-2,10,60,30,Married,0
7212,1,NOC-3,7,40,30,Never-married,0
7213,1,NOC-3,9,60,30,Married,0
7214,1,NOC-2,13,40,40,Seperated,1
7215,1,NOC-3,10,45,40,Married,1
7216,1,NOC-5,9,30,20,Never-married,0
7217,1,NOC-1,13,40,30,Married,0
7218,1,NOC-3,9,40,50,Married,0
7219,1,NOC-1,10,20,50,Married,0
7220,0,NOC-4,13,40,30,Never-married,0
7221,0,NOC-2,9,40,20,Never-married,0
7222,0,NOC-2,9,40,30,Married,1
7223,0,NOC-2,9,40,50,Seperated,0
7224,1,NOC-3,11,60,30,Seperated,0
7225,1,NOC-2,9,40,20,Never-married,0
7226,1,NOC-4,10,20,30,Never-married,0
7227,0,NOC-4,9,40,50,Seperated,0
7228,1,NOC-5,9,20,20,Never-married,0
7229,0,NOC-2,13,30,40,Seperated,0
7230,0,NOC-4,9,40,30,Married,0
7231,1,NOC-2,10,40,30,Seperated,0
7232,0,NOC-2,9,40,40,Seperated,0
7233,0,NOC-4,10,30,20,Never-married,0
7234,0,NOC-5,9,40,50,Married,0
7235,0,NOC-2,13,40,40,Seperated,0
7236,1,NOC-3,6,40,40,Seperated,0
7237,0,NOC-4,10,40,20,Never-married,0
7238,0,NOC-1,13,40,30,Never-married,0
7239,0,NOC-5,11,40,50,Married,0
7240,1,NOC-3,9,40,30,Married,0
7241,0,NOC-5,9,40,20,Seperated,0
7242,1,NOC-2,13,40,30,Never-married,0
7243,0,NOC-4,13,40,40,Never-married,0
7244,1,NOC-4,9,40,20,Never-married,0
7245,1,NOC-5,10,40,40,Never-married,0
7246,1,NOC-3,13,40,50,Married,0
7247,1,NOC-4,9,60,40,Seperated,0
7248,1,NOC-1,11,40,40,Married,0
7249,1,NOC-2,10,40,40,Married,1
7250,0,NOC-3,10,40,50,Seperated,0
7251,1,NOC-5,7,20,20,Never-married,0
7252,1,NOC-2,13,60,30,Never-married,0
7253,1,NOC-4,13,45,50,Married,1
7254,0,NOC-4,7,40,30,Married,0
7255,1,NOC-2,9,40,30,Never-married,0
7256,0,NOC-4,9,45,40,Never-married,0
7257,1,NOC-3,9,40,40,Married,0
7258,1,NOC-1,13,70,40,Married,1
7259,1,NOC-2,9,40,30,Married,0
7260,0,NOC-2,10,20,20,Never-married,0
7261,1,NOC-2,12,60,40,Married,1
7262,0,NOC-2,9,40,30,Never-married,0
7263,1,NOC-1,12,60,50,Married,0
7264,1,NOC-3,9,40,40,Seperated,0
7265,1,NOC-1,10,60,30,Married,1
7266,1,NOC-1,13,40,40,Married,1
7267,0,NOC-2,6,40,30,Seperated,0
7268,1,NOC-3,10,60,40,Seperated,1
7269,0,NOC-1,13,60,30,Never-married,1
7270,0,NOC-5,10,60,50,Never-married,0
7271,1,NOC-1,10,40,30,Married,1
7272,1,NOC-2,13,40,50,Married,1
7273,0,NOC-4,9,40,30,Seperated,0
7274,1,NOC-1,9,30,50,Married,0
7275,0,NOC-1,13,40,40,Never-married,1
7276,1,NOC-1,9,60,30,Never-married,0
7277,1,NOC-3,9,40,40,Married,0
7278,0,NOC-1,13,30,40,Married,0
7279,0,NOC-2,9,40,50,Married,0
7280,1,NOC-5,9,40,30,Married,0
7281,0,NOC-2,9,40,50,Never-married,0
7282,1,NOC-3,9,40,40,Never-married,0
7283,1,NOC-1,13,45,40,Married,0
7284,0,NOC-1,13,40,40,Never-married,0
7285,1,NOC-1,13,40,50,Married,1
7286,1,NOC-1,9,45,50,Married,1
7287,1,NOC-5,9,40,30,Married,1
7288,1,NOC-4,9,40,30,Married,0
7289,1,NOC-4,10,40,30,Never-married,0
7290,0,NOC-1,13,60,40,Married,1
7291,1,NOC-7,9,40,20,Never-married,0
7292,1,NOC-2,13,40,30,Married,0
7293,0,NOC-5,7,40,30,Never-married,0
7294,1,NOC-3,9,40,50,Married,1
7295,1,NOC-4,12,30,20,Never-married,0
7296,1,NOC-1,13,60,30,Married,1
7297,1,NOC-1,9,45,70,Married,0
7298,1,NOC-5,10,30,20,Never-married,0
7299,1,NOC-3,9,40,50,Married,1
7300,0,NOC-1,5,40,50,Seperated,0
7301,0,NOC-7,9,20,70,Married,0
7302,1,NOC-3,9,30,20,Never-married,0
7303,1,NOC-2,13,45,30,Never-married,0
7304,0,NOC-1,13,40,20,Married,0
7305,0,NOC-1,11,40,40,Married,1
7306,1,NOC-1,13,40,30,Married,0
7307,1,NOC-3,13,40,30,Never-married,0
7308,0,NOC-4,5,60,20,Never-married,0
7309,1,NOC-1,9,40,40,Married,1
7310,0,NOC-5,9,20,50,Married,0
7311,0,NOC-4,9,40,70,Seperated,0
7312,1,NOC-3,7,20,50,Married,0
7313,0,NOC-1,13,60,20,Never-married,0
7314,1,NOC-3,9,30,20,Never-married,0
7315,0,NOC-6,9,20,30,Never-married,0
7316,1,NOC-4,10,20,20,Never-married,0
7317,1,NOC-2,13,60,70,Married,1
7318,0,NOC-2,9,30,20,Seperated,0
7319,0,NOC-4,5,40,50,Seperated,0
7320,1,NOC-1,13,40,40,Married,0
7321,1,NOC-4,5,40,20,Never-married,0
7322,0,NOC-7,10,40,30,Never-married,0
7323,1,NOC-1,13,60,30,Never-married,0
7324,1,NOC-4,9,40,50,Married,0
7325,1,NOC-5,10,40,30,Never-married,0
7326,1,NOC-2,12,40,40,Seperated,0
7327,1,NOC-1,13,40,50,Married,1
7328,0,NOC-4,5,30,40,Seperated,0
7329,0,NOC-4,9,60,30,Never-married,0
7330,1,NOC-2,13,40,30,Married,0
7331,1,NOC-5,9,30,30,Seperated,0
7332,1,NOC-1,9,40,50,Married,0
7333,0,NOC-2,10,20,20,Never-married,0
7334,1,NOC-3,6,45,40,Married,0
7335,0,NOC-3,11,40,40,Seperated,0
7336,0,NOC-2,10,40,40,Married,1
7337,1,NOC-1,13,70,40,Married,1
7338,1,NOC-1,10,60,30,Married,0
7339,1,NOC-3,10,60,30,Married,1
7340,1,NOC-7,10,30,20,Never-married,0
7341,1,NOC-2,10,40,50,Married,0
7342,1,NOC-3,10,60,40,Married,1
7343,1,NOC-3,6,30,50,Married,1
7344,1,NOC-4,10,40,50,Married,0
7345,0,NOC-4,10,40,20,Never-married,0
7346,1,NOC-3,9,40,40,Married,0
7347,0,NOC-4,13,40,50,Seperated,1
7348,0,NOC-5,10,20,20,Married,0
7349,1,NOC-4,13,40,50,Seperated,0
7350,1,NOC-2,10,60,40,Seperated,0
