,race,c-charge-degree,age-cat,priors-count,is-recid
1038,0.0,0.0,2,2,0
1039,0.0,0.0,1,1,0
1040,0.0,0.0,1,0,1
1041,1.0,1.0,1,0,1
1042,1.0,1.0,1,1,0
1043,0.0,1.0,1,1,1
1044,0.0,1.0,1,2,0
1046,0.0,0.0,1,0,1
1047,0.0,0.0,1,2,0
1048,1.0,1.0,2,2,0
1049,0.0,0.0,2,2,1
1050,0.0,0.0,1,1,0
1051,1.0,0.0,1,0,1
1053,1.0,0.0,2,0,1
1054,0.0,0.0,2,1,1
1055,0.0,0.0,2,2,1
1056,0.0,0.0,0,2,0
1057,0.0,0.0,0,0,0
1058,0.0,0.0,1,0,0
1059,0.0,0.0,0,1,0
1060,0.0,0.0,1,1,1
1061,1.0,0.0,2,2,1
1062,1.0,0.0,2,1,0
1063,0.0,0.0,1,2,0
1064,1.0,0.0,1,1,1
1065,0.0,0.0,1,1,1
1066,0.0,0.0,2,2,0
1068,1.0,1.0,2,1,1
1069,1.0,1.0,1,1,1
1070,1.0,0.0,1,0,1
1072,0.0,0.0,0,1,0
1074,1.0,0.0,2,0,1
1075,0.0,0.0,2,1,0
1076,1.0,0.0,2,1,1
1077,1.0,1.0,1,2,1
1078,0.0,1.0,0,1,0
1080,0.0,0.0,1,0,1
1082,0.0,0.0,1,2,0
1084,1.0,1.0,1,1,1
1085,0.0,1.0,1,1,1
1086,1.0,0.0,2,1,0
1087,1.0,1.0,0,0,0
1088,0.0,1.0,1,2,1
1089,1.0,0.0,1,2,0
1090,0.0,0.0,0,1,0
1091,0.0,0.0,0,0,1
1092,1.0,1.0,1,2,0
1093,0.0,0.0,0,1,1
1094,1.0,1.0,2,1,1
1095,0.0,0.0,2,1,1
1096,1.0,0.0,2,2,1
1097,0.0,0.0,2,2,1
1098,1.0,0.0,1,1,1
1099,0.0,1.0,1,2,0
1100,1.0,0.0,0,1,1
1102,0.0,0.0,0,1,0
1103,0.0,1.0,0,2,0
1104,1.0,1.0,2,1,0
1105,1.0,1.0,1,2,1
1106,1.0,1.0,2,1,1
1109,1.0,1.0,0,0,1
1110,1.0,0.0,1,1,1
1111,0.0,1.0,1,0,0
1112,0.0,0.0,0,1,0
1113,0.0,0.0,1,2,0
1114,1.0,1.0,2,0,0
1115,0.0,0.0,1,2,1
1116,0.0,1.0,1,2,0
1117,0.0,0.0,0,0,1
1118,0.0,1.0,1,2,0
1119,1.0,1.0,1,0,0
1120,1.0,1.0,1,0,1
1121,1.0,0.0,1,1,1
1122,0.0,0.0,1,2,0
1123,1.0,0.0,1,2,1
1124,0.0,0.0,1,2,0
1125,0.0,0.0,1,2,0
1126,0.0,0.0,2,1,0
1127,1.0,0.0,2,1,0
1129,0.0,0.0,2,1,1
1130,1.0,1.0,1,2,0
1131,0.0,1.0,1,1,0
1132,0.0,0.0,2,2,1
1133,1.0,0.0,2,1,1
1134,1.0,1.0,2,2,1
1135,1.0,1.0,1,0,1
1136,1.0,1.0,1,0,1
1137,0.0,0.0,0,0,1
1138,0.0,0.0,1,2,1
1139,0.0,0.0,0,2,0
1141,1.0,1.0,1,1,0
1142,1.0,1.0,1,1,1
1143,1.0,1.0,2,0,1
1144,1.0,0.0,0,0,0
1145,1.0,0.0,2,0,1
1146,1.0,1.0,1,0,1
1147,0.0,0.0,0,0,1
1148,1.0,0.0,2,1,0
1149,1.0,1.0,1,0,1
1150,1.0,1.0,1,2,0
1151,1.0,0.0,1,2,0
1152,1.0,1.0,1,0,1
1153,0.0,1.0,0,1,1
1154,0.0,0.0,2,0,1
1155,0.0,0.0,0,1,0
1158,1.0,1.0,0,1,1
1159,0.0,0.0,0,0,0
1160,0.0,0.0,0,1,0
1161,0.0,0.0,1,1,1
1162,1.0,1.0,1,1,1
1164,0.0,1.0,1,2,0
1165,0.0,0.0,0,0,1
1167,0.0,0.0,1,2,0
1169,0.0,0.0,2,1,1
1171,0.0,0.0,0,0,0
1172,0.0,0.0,1,1,0
1173,0.0,0.0,1,2,0
1174,0.0,1.0,2,2,1
1175,0.0,1.0,0,0,1
1176,1.0,1.0,1,0,1
1177,0.0,1.0,1,1,1
1178,0.0,0.0,1,2,0
1179,1.0,0.0,1,1,0
1183,1.0,0.0,1,2,0
1184,0.0,0.0,1,2,0
1186,0.0,0.0,2,1,1
1187,1.0,1.0,1,1,1
1188,1.0,0.0,1,1,0
1190,1.0,1.0,2,1,1
1191,0.0,0.0,1,2,1
1192,1.0,0.0,1,0,1
1193,0.0,1.0,0,0,0
1194,0.0,0.0,1,1,1
1196,1.0,0.0,1,0,1
1197,1.0,0.0,2,2,1
1198,1.0,1.0,1,1,1
1200,1.0,0.0,2,2,0
1201,0.0,0.0,1,1,1
1202,0.0,0.0,0,1,1
1203,0.0,1.0,1,0,1
1204,1.0,0.0,1,0,0
1205,0.0,0.0,1,2,0
1206,0.0,0.0,1,2,0
1207,0.0,0.0,1,2,0
1208,1.0,0.0,1,0,1
1209,0.0,0.0,1,1,1
1210,1.0,0.0,0,1,1
1211,0.0,1.0,1,0,0
1212,1.0,0.0,0,1,0
1213,0.0,0.0,1,1,0
1214,0.0,1.0,1,0,0
1215,0.0,0.0,1,1,0
1216,0.0,1.0,1,1,1
1217,1.0,0.0,1,0,1
1219,0.0,1.0,0,0,1
1220,1.0,1.0,2,0,1
1221,0.0,0.0,0,0,1
1222,0.0,0.0,1,1,0
1223,0.0,1.0,1,0,1
1224,1.0,0.0,1,1,1
1225,1.0,1.0,1,1,1
1226,1.0,1.0,1,1,0
1227,1.0,1.0,2,1,1
1228,0.0,1.0,0,1,0
1229,0.0,0.0,0,0,1
1231,0.0,1.0,1,0,0
1232,0.0,0.0,0,2,0
1235,0.0,0.0,2,2,1
1236,0.0,1.0,1,2,1
1237,0.0,1.0,1,1,0
1238,1.0,1.0,0,2,1
1239,0.0,1.0,1,0,0
1240,0.0,0.0,1,2,0
1241,1.0,0.0,0,1,0
1243,1.0,0.0,1,2,0
1244,1.0,0.0,1,0,0
1245,0.0,0.0,1,1,1
1247,1.0,1.0,1,1,1
1248,0.0,0.0,0,1,0
1249,1.0,1.0,0,0,0
1250,1.0,1.0,2,0,1
1251,1.0,0.0,2,1,0
1252,0.0,0.0,0,0,1
1253,0.0,0.0,0,0,1
1254,0.0,0.0,1,2,0
1255,1.0,0.0,2,1,1
1256,1.0,0.0,2,1,1
1257,1.0,0.0,1,0,0
1258,0.0,0.0,1,2,0
1259,1.0,1.0,1,2,0
1260,0.0,0.0,0,0,0
1262,1.0,1.0,2,2,1
1263,0.0,0.0,1,2,0
1266,1.0,1.0,2,1,1
1267,1.0,1.0,1,0,1
1268,1.0,1.0,1,1,1
1269,1.0,0.0,0,0,0
1270,0.0,1.0,1,0,1
1271,1.0,1.0,1,1,1
1272,0.0,0.0,0,0,0
1273,0.0,0.0,1,0,1
1274,1.0,0.0,2,2,1
1276,0.0,0.0,0,1,1
1277,0.0,1.0,0,0,1
1279,1.0,1.0,1,1,0
1282,1.0,1.0,1,0,1
1283,1.0,0.0,1,1,0
1284,0.0,0.0,1,2,0
1286,0.0,0.0,1,1,1
1288,0.0,0.0,1,1,1
1289,1.0,1.0,2,0,1
1290,0.0,0.0,1,1,1
1292,1.0,0.0,0,2,0
1293,0.0,0.0,1,1,1
1295,0.0,0.0,1,0,1
1296,0.0,0.0,0,0,0
1297,1.0,1.0,2,1,1
1298,1.0,1.0,2,2,1
1299,0.0,0.0,2,2,0
1300,0.0,0.0,1,2,0
1301,1.0,0.0,1,0,0
1302,1.0,1.0,1,2,0
1303,1.0,0.0,2,2,0
1304,0.0,1.0,1,0,1
1305,1.0,1.0,2,2,1
1306,0.0,0.0,0,0,0
1307,0.0,1.0,1,2,0
1308,0.0,1.0,1,0,1
1309,1.0,1.0,1,0,1
1310,0.0,0.0,0,2,0
1311,0.0,0.0,0,1,0
1314,1.0,0.0,2,2,1
1315,0.0,0.0,1,2,0
1316,0.0,0.0,1,0,0
1317,0.0,0.0,1,1,1
1318,0.0,0.0,2,1,1
1319,1.0,0.0,1,1,1
1320,0.0,0.0,1,0,0
1321,0.0,0.0,1,2,0
1322,0.0,1.0,1,0,1
1325,0.0,0.0,2,2,1
1327,1.0,1.0,0,1,1
1328,0.0,1.0,1,2,0
1329,0.0,0.0,0,1,0
1330,0.0,0.0,1,1,0
1331,1.0,0.0,1,0,0
1332,1.0,0.0,1,1,1
1333,0.0,1.0,0,0,1
1334,1.0,0.0,1,0,1
1335,0.0,0.0,0,2,1
1336,0.0,0.0,1,2,1
1337,0.0,0.0,1,2,0
1338,0.0,0.0,0,0,0
1340,0.0,0.0,1,1,0
1341,0.0,0.0,1,1,0
1342,0.0,0.0,2,1,1
1344,0.0,0.0,2,2,0
1345,1.0,1.0,1,1,1
1346,1.0,0.0,1,2,1
1347,0.0,0.0,0,0,1
1348,0.0,1.0,1,1,1
1349,0.0,1.0,1,2,0
1350,1.0,1.0,2,1,1
1352,1.0,1.0,0,0,1
1353,0.0,0.0,1,2,0
1354,0.0,1.0,1,1,1
1355,1.0,0.0,1,2,0
1356,0.0,1.0,1,1,1
1357,0.0,0.0,0,1,0
1358,1.0,0.0,1,0,0
1359,0.0,1.0,0,1,0
1360,0.0,0.0,1,0,1
1361,0.0,1.0,0,0,1
1362,0.0,0.0,2,2,1
1363,1.0,1.0,1,0,1
1364,0.0,1.0,1,1,1
1365,1.0,0.0,2,0,0
1366,1.0,0.0,2,2,0
1367,1.0,1.0,2,0,1
1368,0.0,0.0,1,1,1
1369,1.0,1.0,1,0,1
1370,1.0,0.0,1,2,0
1371,0.0,0.0,1,1,0
1374,0.0,0.0,0,0,0
1376,1.0,0.0,1,0,1
1377,0.0,0.0,0,1,1
1378,0.0,1.0,1,0,1
1379,0.0,0.0,0,1,0
1380,1.0,1.0,1,0,1
1381,0.0,0.0,1,1,1
1382,0.0,0.0,1,2,1
1383,1.0,1.0,1,1,0
1384,1.0,1.0,1,2,1
1385,1.0,0.0,0,2,0
1386,0.0,1.0,1,2,0
1387,0.0,0.0,1,1,0
1388,0.0,0.0,0,0,0
1389,1.0,1.0,2,1,0
1390,0.0,0.0,1,0,1
1393,0.0,1.0,0,1,1
1394,0.0,0.0,1,2,0
1395,1.0,0.0,2,1,1
1396,1.0,0.0,1,0,0
1397,1.0,0.0,1,0,0
1398,0.0,0.0,0,1,0
1399,0.0,0.0,1,0,1
1400,0.0,0.0,1,2,0
1401,0.0,0.0,1,0,0
1402,0.0,0.0,1,1,0
1403,1.0,1.0,1,1,0
1404,0.0,0.0,1,1,1
1405,0.0,0.0,0,1,0
1407,1.0,0.0,2,2,1
1408,1.0,0.0,2,1,0
1409,0.0,1.0,0,1,0
1410,1.0,1.0,2,1,1
1411,1.0,1.0,1,0,1
1412,0.0,1.0,1,0,1
1413,1.0,0.0,1,0,1
1414,0.0,1.0,2,0,0
1415,0.0,0.0,1,2,0
1417,1.0,0.0,1,1,1
1418,0.0,0.0,0,1,1
1419,0.0,0.0,0,1,1
1420,1.0,1.0,1,1,0
1421,0.0,0.0,1,1,0
1422,0.0,1.0,2,2,1
1424,0.0,0.0,1,2,0
1425,0.0,0.0,1,1,0
1426,0.0,1.0,1,0,1
1427,1.0,1.0,0,2,0
1428,1.0,0.0,1,1,0
1429,0.0,1.0,0,0,0
1431,1.0,0.0,1,2,0
1432,0.0,1.0,1,1,1
1433,0.0,0.0,1,2,0
1434,0.0,1.0,2,2,1
1435,0.0,0.0,1,2,0
1436,1.0,0.0,2,1,1
1437,1.0,0.0,2,1,1
1438,0.0,1.0,0,0,1
1439,0.0,1.0,1,1,1
1440,0.0,0.0,2,2,0
1441,0.0,0.0,1,1,0
1443,0.0,0.0,0,2,0
1444,0.0,0.0,1,1,0
1445,0.0,0.0,0,1,0
1446,0.0,0.0,1,1,1
1447,1.0,0.0,1,1,1
1448,0.0,1.0,1,1,1
1449,0.0,1.0,2,2,0
1450,1.0,1.0,2,1,0
1451,0.0,1.0,2,1,1
1453,1.0,0.0,0,1,1
1454,1.0,1.0,1,1,0
1455,0.0,0.0,0,1,0
1456,0.0,1.0,0,2,0
1457,1.0,0.0,0,1,0
1459,1.0,0.0,1,2,1
1460,0.0,0.0,1,2,0
1461,0.0,0.0,0,2,1
1462,1.0,1.0,1,2,1
1463,0.0,0.0,1,2,0
1464,1.0,1.0,2,0,0
1465,1.0,0.0,2,1,1
1466,0.0,0.0,0,1,1
1467,0.0,0.0,1,2,0
1468,0.0,0.0,0,1,1
1469,0.0,0.0,1,2,0
1471,1.0,0.0,2,0,1
1472,1.0,0.0,0,0,0
1473,0.0,0.0,1,2,1
1474,0.0,0.0,2,1,1
1475,0.0,1.0,0,0,0
1477,1.0,0.0,1,2,1
1478,0.0,0.0,2,1,1
1479,0.0,0.0,1,2,0
1481,1.0,1.0,2,2,0
1483,1.0,1.0,1,2,0
1484,1.0,1.0,2,0,0
1485,0.0,1.0,1,1,1
1486,0.0,0.0,0,2,0
1488,0.0,0.0,1,1,1
1489,0.0,1.0,1,2,0
1490,1.0,1.0,1,0,1
1491,0.0,0.0,1,2,1
1493,0.0,1.0,1,2,0
1494,1.0,1.0,0,1,0
1495,0.0,0.0,1,1,0
1496,1.0,1.0,2,1,1
1497,1.0,0.0,1,0,1
1498,1.0,0.0,1,0,1
1499,1.0,0.0,0,0,1
1500,1.0,0.0,0,2,0
1501,1.0,0.0,1,2,0
1502,1.0,0.0,2,2,0
1503,0.0,0.0,0,2,0
1504,1.0,1.0,1,0,1
1505,1.0,1.0,2,1,1
1506,1.0,1.0,2,2,1
1508,0.0,0.0,1,1,1
1510,0.0,1.0,2,1,1
1511,1.0,1.0,2,0,1
1512,0.0,0.0,1,2,0
1513,1.0,0.0,0,0,0
1514,0.0,0.0,0,0,0
1515,0.0,1.0,1,2,0
1516,0.0,0.0,1,2,1
1518,0.0,0.0,1,2,0
1519,0.0,0.0,2,2,0
1521,0.0,0.0,1,2,0
1522,1.0,0.0,2,0,1
1524,0.0,0.0,1,2,0
1525,0.0,0.0,0,1,0
1527,1.0,0.0,1,1,0
1528,0.0,0.0,1,2,1
1529,1.0,0.0,2,1,1
1530,0.0,1.0,0,1,0
1531,0.0,0.0,2,1,1
1532,0.0,1.0,1,2,0
1533,0.0,1.0,2,0,1
1534,1.0,1.0,2,0,1
1535,0.0,0.0,0,0,0
1536,0.0,1.0,0,0,0
1537,1.0,0.0,2,2,0
1538,0.0,1.0,1,1,1
1540,1.0,1.0,2,1,0
1541,1.0,0.0,1,2,1
1542,1.0,0.0,2,1,1
1544,1.0,0.0,1,1,0
1545,0.0,1.0,1,0,1
1546,1.0,1.0,1,1,1
1547,0.0,0.0,2,0,1
1548,0.0,1.0,0,0,0
1549,0.0,0.0,1,2,0
1552,0.0,0.0,2,2,0
1554,0.0,0.0,0,1,0
1555,0.0,1.0,1,0,0
1556,1.0,0.0,0,0,0
1558,0.0,1.0,1,1,1
1559,0.0,0.0,1,2,0
1560,0.0,0.0,1,2,0
1561,0.0,0.0,0,0,1
1562,1.0,0.0,1,1,0
1563,1.0,1.0,2,0,1
1564,1.0,0.0,2,1,1
1566,0.0,0.0,1,2,1
1567,0.0,1.0,1,1,1
1568,0.0,0.0,2,2,0
1569,0.0,0.0,1,2,1
1570,0.0,0.0,0,0,1
1571,0.0,0.0,2,1,1
1573,1.0,1.0,2,1,1
1575,0.0,0.0,1,2,1
1576,1.0,0.0,1,2,1
1578,1.0,1.0,1,1,0
1579,1.0,0.0,2,0,1
1580,1.0,1.0,1,0,0
1581,1.0,1.0,1,1,1
1582,0.0,0.0,1,1,1
1583,1.0,0.0,1,2,0
1584,1.0,0.0,2,2,0
1585,0.0,0.0,1,2,0
1586,0.0,0.0,1,2,1
1587,1.0,0.0,1,1,1
1588,0.0,0.0,2,2,0
1589,1.0,0.0,0,0,1
1590,0.0,0.0,1,0,1
1593,0.0,1.0,2,1,1
1595,0.0,0.0,0,2,0
1597,0.0,1.0,2,1,1
1598,0.0,0.0,1,2,0
1599,1.0,0.0,0,0,0
1600,0.0,0.0,0,0,0
1601,1.0,1.0,2,0,1
1602,1.0,1.0,2,2,0
1604,1.0,0.0,1,2,1
1606,0.0,0.0,1,0,1
1607,1.0,0.0,2,1,0
1608,0.0,1.0,1,1,1
1609,0.0,0.0,2,2,1
1610,0.0,0.0,1,1,1
1611,0.0,0.0,1,2,1
1612,0.0,0.0,2,2,1
1614,1.0,1.0,1,2,1
1615,0.0,0.0,2,2,0
1617,0.0,0.0,1,2,0
1618,1.0,0.0,1,2,0
1619,0.0,0.0,1,0,1
1620,0.0,1.0,1,2,0
1621,0.0,0.0,1,1,1
1622,0.0,1.0,1,0,1
1623,1.0,1.0,2,0,1
1624,0.0,0.0,1,1,1
1625,1.0,1.0,1,2,1
1626,0.0,0.0,1,1,0
1627,1.0,1.0,2,0,0
1629,0.0,0.0,1,2,0
1630,1.0,0.0,1,2,0
1631,0.0,0.0,0,1,0
1632,1.0,0.0,0,0,1
1635,1.0,1.0,2,1,1
1636,1.0,0.0,2,1,0
1637,0.0,0.0,0,0,1
1639,0.0,0.0,1,2,0
1640,1.0,1.0,0,0,0
1641,0.0,1.0,1,2,1
1642,0.0,0.0,0,1,0
1644,0.0,0.0,1,2,0
1645,0.0,0.0,0,2,0
1646,0.0,0.0,1,2,0
1647,0.0,0.0,1,2,1
1648,0.0,0.0,0,1,1
1649,0.0,0.0,1,2,1
1651,0.0,0.0,1,2,0
1652,0.0,0.0,1,2,0
1653,0.0,0.0,0,1,1
1654,0.0,0.0,2,2,1
1656,1.0,0.0,1,0,1
1657,1.0,1.0,2,0,1
1658,0.0,0.0,1,2,0
1659,0.0,1.0,1,0,0
1660,0.0,0.0,0,0,0
1661,0.0,1.0,1,2,1
1662,1.0,1.0,0,0,0
1663,1.0,0.0,2,1,0
1664,0.0,1.0,2,2,1
1665,0.0,1.0,1,0,1
1666,1.0,1.0,2,1,1
1667,0.0,1.0,1,2,0
1668,1.0,0.0,0,0,1
1669,1.0,0.0,2,1,1
1670,0.0,0.0,1,2,0
1671,0.0,0.0,1,2,1
1672,1.0,0.0,1,2,0
1673,0.0,0.0,2,0,1
1674,0.0,0.0,1,1,0
1675,0.0,1.0,2,1,1
1676,1.0,0.0,1,0,1
1677,1.0,0.0,2,2,1
1678,0.0,0.0,0,0,1
1679,0.0,0.0,1,2,1
1680,1.0,0.0,0,0,0
1681,1.0,0.0,1,1,0
1684,0.0,1.0,1,1,0
1685,1.0,1.0,1,1,1
1686,0.0,0.0,2,2,0
1687,1.0,1.0,1,0,1
1688,0.0,0.0,0,2,0
1689,0.0,0.0,1,1,0
1690,1.0,0.0,1,2,0
1691,1.0,0.0,0,1,0
1692,1.0,0.0,1,1,0
1693,1.0,0.0,0,1,0
1695,0.0,1.0,1,0,1
1696,1.0,0.0,2,1,1
1697,0.0,0.0,1,2,0
1698,1.0,1.0,2,2,1
1699,1.0,0.0,1,2,1
1700,0.0,0.0,0,1,1
1701,1.0,0.0,1,1,1
1704,0.0,1.0,0,1,0
1705,1.0,1.0,1,0,0
1706,0.0,0.0,1,1,1
1707,0.0,0.0,2,1,1
1710,0.0,0.0,2,2,1
1711,0.0,0.0,1,2,0
1713,0.0,0.0,1,2,1
1714,1.0,1.0,2,0,1
1715,0.0,1.0,1,0,0
1716,0.0,0.0,1,2,1
1717,0.0,0.0,2,1,1
1718,0.0,1.0,1,1,0
1719,0.0,0.0,1,1,1
1720,1.0,0.0,2,0,1
1721,1.0,0.0,1,2,1
1722,0.0,0.0,2,0,1
1724,0.0,0.0,1,2,0
1725,0.0,0.0,1,1,1
1726,0.0,1.0,1,2,0
1727,1.0,0.0,1,1,0
1728,0.0,0.0,1,2,1
1729,0.0,0.0,2,0,0
1731,0.0,0.0,1,2,0
1732,1.0,0.0,2,2,1
1733,0.0,0.0,2,2,0
1734,1.0,0.0,1,2,0
1735,1.0,0.0,1,2,0
1736,1.0,1.0,0,0,1
1737,0.0,1.0,1,0,1
1740,1.0,0.0,1,0,1
1741,1.0,1.0,1,1,0
1743,1.0,0.0,2,1,1
1744,0.0,0.0,1,0,1
1745,0.0,1.0,2,2,1
1746,0.0,0.0,1,2,1
1747,0.0,1.0,1,1,1
1748,0.0,0.0,0,0,1
1749,1.0,0.0,2,1,1
1750,0.0,1.0,2,1,1
1751,1.0,0.0,1,1,1
1752,1.0,0.0,1,2,0
1753,0.0,0.0,0,1,1
1754,0.0,0.0,1,0,0
1755,0.0,0.0,1,2,0
1756,1.0,0.0,0,0,1
1757,1.0,0.0,1,1,1
1758,1.0,1.0,2,2,1
1759,0.0,0.0,1,2,0
1760,0.0,0.0,1,2,0
1761,0.0,0.0,0,1,0
1762,1.0,0.0,1,1,0
1763,1.0,0.0,0,1,1
1764,0.0,1.0,0,0,1
1765,1.0,1.0,1,0,1
1766,0.0,0.0,1,0,1
1767,0.0,0.0,1,1,1
1768,0.0,0.0,1,1,1
1769,1.0,1.0,2,0,1
1770,0.0,0.0,0,0,1
1771,0.0,1.0,1,1,1
1772,1.0,1.0,2,0,1
1773,0.0,0.0,1,1,0
1774,0.0,1.0,1,1,1
1775,1.0,0.0,2,2,0
1776,0.0,1.0,2,0,1
1778,0.0,0.0,1,1,1
1780,1.0,0.0,2,0,0
1781,0.0,0.0,0,0,1
1782,0.0,0.0,2,1,1
1783,0.0,0.0,1,0,0
1784,0.0,0.0,1,1,1
1785,1.0,0.0,1,2,1
1786,0.0,1.0,1,2,1
1787,1.0,0.0,1,0,0
1788,1.0,1.0,1,2,1
1790,1.0,0.0,1,2,0
1791,0.0,0.0,1,0,0
1792,0.0,0.0,0,1,0
1796,0.0,0.0,1,2,0
1797,1.0,0.0,2,2,0
1799,0.0,0.0,0,1,0
1801,0.0,0.0,2,2,0
1803,0.0,0.0,1,2,0
1804,1.0,0.0,1,2,0
1805,0.0,0.0,1,2,0
1807,0.0,0.0,1,2,0
1808,1.0,0.0,1,1,0
1809,1.0,0.0,1,0,1
1810,1.0,1.0,2,1,0
1811,1.0,0.0,0,1,0
1812,1.0,1.0,1,0,1
1813,0.0,1.0,1,2,1
1814,0.0,0.0,1,2,1
1816,1.0,1.0,2,0,1
1817,0.0,0.0,1,2,0
1818,1.0,1.0,1,0,1
1819,0.0,0.0,1,0,1
1820,1.0,1.0,1,2,1
1821,0.0,0.0,1,1,1
1822,0.0,0.0,0,1,0
1823,1.0,1.0,1,1,1
1824,0.0,1.0,1,0,1
1825,0.0,0.0,1,2,0
1826,1.0,1.0,2,1,0
1828,1.0,1.0,1,1,1
1829,0.0,1.0,0,1,0
1830,0.0,1.0,2,2,0
1831,1.0,1.0,1,2,0
1832,1.0,1.0,1,2,1
1833,0.0,1.0,1,1,1
1834,1.0,0.0,2,1,1
1835,1.0,1.0,2,0,1
1836,0.0,1.0,1,2,0
1837,0.0,0.0,1,1,0
1838,0.0,0.0,1,0,0
1839,1.0,0.0,2,0,1
1841,1.0,1.0,1,0,1
1842,0.0,1.0,1,2,1
1843,0.0,0.0,1,2,1
1844,1.0,1.0,1,2,0
1845,0.0,1.0,1,0,0
1846,0.0,1.0,0,0,1
1847,1.0,1.0,1,0,1
1848,0.0,1.0,1,2,0
1849,0.0,0.0,2,2,1
1851,0.0,0.0,1,1,0
1852,0.0,0.0,0,0,1
1853,0.0,1.0,1,2,0
1854,1.0,1.0,1,2,0
1855,1.0,0.0,1,1,1
1856,0.0,0.0,0,0,0
1857,1.0,1.0,2,0,1
1858,1.0,0.0,1,1,1
1860,1.0,0.0,0,1,0
1861,0.0,1.0,0,0,0
1863,0.0,0.0,2,2,1
1865,1.0,0.0,1,2,0
1867,0.0,1.0,2,1,1
1868,1.0,1.0,0,1,1
1869,0.0,0.0,0,0,0
1870,1.0,1.0,1,0,1
1872,1.0,0.0,2,2,0
1873,1.0,0.0,1,1,0
1874,1.0,1.0,0,0,0
1876,0.0,0.0,1,0,1
1877,0.0,0.0,1,2,0
1878,0.0,1.0,1,1,0
1879,0.0,0.0,1,2,1
1880,0.0,0.0,1,1,1
1881,1.0,0.0,1,2,0
1882,0.0,0.0,1,0,1
1883,0.0,0.0,1,1,0
1885,0.0,0.0,1,2,0
1886,0.0,0.0,0,1,0
1887,1.0,0.0,1,0,1
1888,1.0,1.0,0,0,1
1890,0.0,1.0,0,1,0
1891,0.0,0.0,0,0,0
1892,1.0,0.0,1,2,0
1893,0.0,1.0,1,1,0
1894,0.0,0.0,1,2,0
1895,0.0,1.0,0,2,0
1896,1.0,1.0,1,0,1
1897,1.0,0.0,2,2,1
1898,1.0,0.0,1,2,0
1899,0.0,0.0,1,2,0
1900,0.0,0.0,1,2,0
1901,0.0,0.0,1,2,0
1902,0.0,1.0,1,0,1
1903,0.0,0.0,2,2,0
1905,0.0,0.0,2,1,1
1906,0.0,0.0,1,2,1
1907,0.0,0.0,1,2,0
1908,1.0,0.0,1,1,0
1909,1.0,1.0,1,0,1
1910,1.0,0.0,1,2,0
1911,0.0,1.0,0,1,1
1912,0.0,0.0,1,2,0
1913,1.0,1.0,1,0,1
1914,0.0,0.0,1,1,0
1915,0.0,0.0,0,1,0
1916,0.0,0.0,0,0,1
1917,1.0,1.0,1,0,1
1918,0.0,1.0,1,0,0
1919,0.0,1.0,1,2,1
1920,0.0,0.0,1,1,1
1921,1.0,0.0,1,1,0
1922,1.0,1.0,1,1,0
1924,0.0,1.0,2,2,1
1927,0.0,0.0,0,0,0
1928,0.0,0.0,1,2,0
1929,0.0,1.0,1,1,1
1930,1.0,0.0,0,0,1
1931,0.0,1.0,1,2,0
1932,0.0,0.0,1,0,1
1933,0.0,0.0,1,1,1
1934,0.0,0.0,1,2,0
1935,0.0,0.0,1,1,0
1936,1.0,1.0,2,0,1
1937,0.0,0.0,1,1,1
1938,1.0,0.0,0,0,0
1939,0.0,0.0,1,1,1
1940,0.0,1.0,0,2,1
1941,1.0,0.0,1,0,1
1942,1.0,0.0,1,1,1
1943,1.0,0.0,2,1,0
1944,0.0,0.0,1,0,1
1945,0.0,0.0,0,0,1
1946,1.0,0.0,0,0,1
1947,0.0,1.0,1,1,1
1948,1.0,1.0,2,2,1
1949,0.0,1.0,1,1,1
1950,0.0,0.0,1,0,0
1951,0.0,1.0,1,1,1
1952,1.0,0.0,1,0,1
1953,1.0,0.0,0,1,0
1955,0.0,1.0,1,2,0
1956,1.0,1.0,2,1,0
1958,0.0,0.0,2,0,1
1960,0.0,0.0,2,2,0
1961,0.0,1.0,1,2,0
1962,0.0,1.0,2,1,1
1963,0.0,0.0,1,2,1
1964,0.0,0.0,2,2,0
1965,1.0,0.0,1,0,1
1966,0.0,1.0,2,2,1
1967,1.0,0.0,2,0,0
1968,1.0,0.0,2,1,1
1969,1.0,1.0,2,0,1
1970,0.0,0.0,2,2,0
1971,0.0,0.0,1,0,1
1973,0.0,0.0,2,2,0
1975,0.0,0.0,1,2,0
1977,0.0,0.0,1,1,1
1978,0.0,0.0,1,2,0
1979,0.0,0.0,0,1,1
1980,1.0,1.0,1,1,0
1982,1.0,1.0,2,0,1
1983,0.0,0.0,0,1,0
1984,1.0,1.0,2,1,0
1985,1.0,1.0,2,0,0
1986,0.0,0.0,2,1,1
1987,0.0,0.0,1,2,0
1988,0.0,1.0,1,2,1
1989,0.0,0.0,1,2,0
1990,0.0,0.0,1,1,1
1991,0.0,0.0,2,2,0
1992,0.0,0.0,1,0,0
1993,0.0,0.0,1,2,1
1994,1.0,0.0,1,2,0
1995,0.0,0.0,1,2,1
1997,0.0,1.0,1,1,1
1998,1.0,0.0,1,2,1
1999,0.0,1.0,1,0,1
2001,1.0,1.0,2,2,1
2002,1.0,0.0,1,1,0
2003,0.0,0.0,2,1,1
2004,1.0,1.0,1,0,0
2005,0.0,1.0,1,2,1
2006,0.0,0.0,1,1,1
2007,0.0,0.0,1,2,1
